id_monitoreo,id_tiempo,id_metrica,id_area,valor,fuente
282,20250601,3,1,98057888.91,personal_nomina
378,20250601,4,1,11384.75,consumo_energetico
474,20250601,5,1,47.47305017725955,residuos
509,20250601,6,1,7.888235294117647,encuestas
601,20250601,7,1,80,eventos_rrhh
697,20250601,8,1,0,eventos_rrhh
91,20250701,1,1,3699621439.46,ventas
187,20250701,2,1,2111628765.88,compras
283,20250701,3,1,97699918.75999999,personal_nomina
379,20250701,4,1,11445.909,consumo_energetico
475,20250701,5,1,48.43190873569773,residuos
602,20250701,7,1,104,eventos_rrhh
698,20250701,8,1,2,eventos_rrhh
92,20250801,1,1,2671843342.76,ventas
188,20250801,2,1,1511907328.57,compras
284,20250801,3,1,97977828.21,personal_nomina
380,20250801,4,1,10421.058,consumo_energetico
476,20250801,5,1,49.60201487718024,residuos
603,20250801,7,1,128,eventos_rrhh
699,20250801,8,1,0,eventos_rrhh
93,20250901,1,1,2936421324.13,ventas
189,20250901,2,1,1710582984.51,compras
285,20250901,3,1,98093898.42,personal_nomina
381,20250901,4,1,9794.098,consumo_energetico
477,20250901,5,1,46.55590328440535,residuos
510,20250901,6,1,,encuestas
604,20250901,7,1,180,eventos_rrhh
700,20250901,8,1,3,eventos_rrhh
94,20251001,1,1,3405823062.88,ventas
190,20251001,2,1,1876693191.86,compras
286,20251001,3,1,98407605.88,personal_nomina
382,20251001,4,1,6645.3,consumo_energetico
478,20251001,5,1,47.51247823955013,residuos
605,20251001,7,1,80,eventos_rrhh
701,20251001,8,1,7,eventos_rrhh
95,20251101,1,1,4081231165.87,ventas
191,20251101,2,1,2425947820.29,compras
287,20251101,3,1,97967893.41,personal_nomina
383,20251101,4,1,5924.9,consumo_energetico
479,20251101,5,1,46.8260077128794,residuos
606,20251101,7,1,60,eventos_rrhh
702,20251101,8,1,0,eventos_rrhh
96,20251201,1,1,4120919896.08,ventas
192,20251201,2,1,2336158621.94,compras
288,20251201,3,1,147255209.69,personal_nomina
384,20251201,4,1,5858.4,consumo_energetico
480,20251201,5,1,46.3747572786117,residuos
511,20251201,6,1,7.458823529411765,encuestas
607,20251201,7,1,144,eventos_rrhh
703,20251201,8,1,3,eventos_rrhh
